Chr,Start,End,Strand,ID
Pf3D7_14_v3,2830856,2831500,+,Pf3D7lncRNA_2340
Pf3D7_14_v3,2842327,2843530,-,Pf3D7lncRNA_2341
Pf3D7_14_v3,2907476,2909522,+,Pf3D7lncRNA_2342
Pf3D7_14_v3,2921635,2924537,+,Pf3D7lncRNA_2343
Pf3D7_14_v3,2953121,2953326,-,Pf3D7lncRNA_2344
Pf3D7_14_v3,2978589,2979010,+,Pf3D7lncRNA_2345
Pf3D7_14_v3,2996339,2998154,+,Pf3D7lncRNA_2346
Pf3D7_14_v3,3006507,3006934,+,Pf3D7lncRNA_2347
Pf3D7_14_v3,3021582,3022010,+,Pf3D7lncRNA_2348
Pf3D7_14_v3,3073941,3074503,-,Pf3D7lncRNA_2349
Pf3D7_14_v3,3074252,3074960,+,Pf3D7lncRNA_2350
Pf3D7_14_v3,3074810,3075385,-,Pf3D7lncRNA_2351
Pf3D7_14_v3,3126435,3127241,-,Pf3D7lncRNA_2352
Pf3D7_14_v3,3128662,3129831,+,Pf3D7lncRNA_2353
Pf3D7_14_v3,3132198,3133001,+,Pf3D7lncRNA_2354
Pf3D7_14_v3,3135641,3138065,-,Pf3D7lncRNA_2355
Pf3D7_14_v3,3157232,3158055,-,Pf3D7lncRNA_2356
Pf3D7_14_v3,3160678,3161106,-,Pf3D7lncRNA_2357
Pf3D7_14_v3,3161328,3163033,+,Pf3D7lncRNA_2358
Pf3D7_14_v3,3189719,3191094,-,Pf3D7lncRNA_2359
Pf3D7_14_v3,3215094,3215561,-,Pf3D7lncRNA_2360
Pf3D7_14_v3,3218382,3219268,+,Pf3D7lncRNA_2361
Pf3D7_14_v3,3229885,3230825,-,Pf3D7lncRNA_2362
Pf3D7_14_v3,3237439,3237774,-,Pf3D7lncRNA_2363
Pf3D7_14_v3,3247051,3251217,+,Pf3D7lncRNA_2364
Pf3D7_14_v3,3247403,3250174,-,Pf3D7lncRNA_2365
Pf3D7_14_v3,3251082,3252969,-,Pf3D7lncRNA_2366
Pf3D7_14_v3,3258296,3258743,+,Pf3D7lncRNA_2367
Pf3D7_14_v3,3274044,3274671,-,Pf3D7lncRNA_2368
Pf3D7_14_v3,3279387,3279724,-,Pf3D7lncRNA_2369
